place_id,restaurant_name,user,rating,text,english_texts,time,positive_prob,negative_prob,composite_score,confidence,keywords_scores,sentiment,hash
154,先喝道(板橋湳雅店),SC Huang,5,"服務親切，店員能耐心介紹她們的產品。店內環境明亮乾淨。
> 硬頸乳茶 是穀麥茶加上麻粿及鮮奶，口感濃郁好喝。",1 個月前,"The shop service is warm, the staff patiently introduces their products. The store environment is bright and clean.

   Hard neck barley tea contains barley tea plus mochi and fresh milk, with a rich and delicious taste.",0.37,0.03,0.6,0.94,正向情感,5.95,3f94d324b7f9ac7fb7918737b9c3c48d67c665ffca5f749816f6d6ed2fb625a1
154,先喝道(板橋湳雅店),欣愛李,5,"買到新口味草莓奶昔了❤️
櫃台的服務不錯~",2 週前,"Bought a new strawberry cream yogurt ❤️
The service at the counter is not bad ~",0.18,0.0,0.82,0.43,正向情感,2.45,c937532694fbd2bbc5e3a75087c6cd1cffeade32964effd049bbaf62f89558a1
154,先喝道(板橋湳雅店),Nina Channing,5,開幕到現在幾乎是每天喝，因為好喝又離家近，店員做事情很有效率也很認真，所以感覺常常不苟言笑，但我知道他們都是和善的人！如果覺得店員態度差我相信都是誤會(˶‾᷄ ⁻̫ ‾᷅˵),2 個月前,"From the opening until now, almost every day I drink, because it's delicious and the store is nearby. The staff work very efficiently and seriously, so I often don't joke or smile much, but I know they are all kind people! If you think the attitude of the staff is bad, I believe it must be a misunderstanding (˶‾᷄ ⁻̫ ‾᷅˵)",0.13,0.19,0.68,-0.53,負向情感,5.29,836f3209c7c619c5f1c04167a45c00d96e44c583740c5be193a559ed890bf9c3
154,先喝道(板橋湳雅店),Gagaaa,5,很好喝，喜歡玫瑰飲品的別錯過！,2 個月前,"Very good to drink, don't miss out on Rose Tea Products!",0.35,0.0,0.65,0.6,正向情感,3.34,78f47d05b492adb68d7ec2b3000ac71d3af33db15c19a523e002757bbada18c9
154,先喝道(板橋湳雅店),呂宜恩,5,"飲料好喝 服務超讚
小小隻店員超正😻",2 個月前,"Beverage tastes great, service is awesome! Staff of Little Penguin is super polite 😊",0.55,0.0,0.45,0.92,正向情感,3.61,8aae6c6c413804836f59226046276732c1f71ee13e0479c19720eb37ede20890
154,先喝道(板橋湳雅店),羅珮綺,5,超愛他們家的水果茶，服務態度也很好,2 個月前,"I love their fruit tea, their service attitude is also very good.",0.45,0.0,0.55,0.81,正向情感,1.73,a983b0bc711bdec147fef0953622012058daf1718c51fa88a0955b143d3f8cd0
154,先喝道(板橋湳雅店),Alvin,4,"服務優良，飲料也好喝
之前都會跑到信義區買
後來中山路有開 已經覺得變近
現在在家旁邊就有，覺得更幸福

但想建議一下店家，因門市裡面因空間不大 又有自動門關關開開
有些危險 每次進入都覺得好擠 又會碰到對方，很尷尬。

1.
Dm,是否放門口 這樣考慮的會在門口看完進去

2.
因為是三角窗 怎沒設計兩個門
這樣點完飲料 往前等
拿完直走，就不會卡在那邊",3 個月前,"1. DM, would it be possible to place a table by the entrance so customers can finish their drinks before entering? This way, they can see everything clearly before going in.

2. Since it's a triangular window, why not design two doors? That way, customers could complete their orders and then walk straight through without getting stuck.",0.11,0.0,0.89,0.69,正向情感,7.27,deac7152391adc1b239ce5302fe111720896268271bb0949a05a39fb6ea10aa8
154,先喝道(板橋湳雅店),詹玟紋,5,"每次要逛夜市之前一定要先買一杯朵朵奶蓋系列的飲料～配上夜市的美食既解渴又爽快🤤
服務態度也很棒～（員工顏值都不錯呦",2 個月前,"Every time before going to the night market, make sure to buy a cup of Dewy Milk Cap Series beverage first ~ Pairing it with night market food not only quenches your thirst but also feels refreshing 🤤
The service attitude is also great ~ (Staff appearance is not bad either)",0.2,0.0,0.8,0.9,正向情感,4.34,2e08df03e82c617f6126a9ea2946e87c2e8e560bc2ebd5dc11450693aa9b532f
154,先喝道(板橋湳雅店),Shermy,1,"今天用ubereats點了鮮橙翡翠買一送一
平常喝水果茶的時候都是點微微糖
所以今天照常點了微微糖但只能選微冰沒辦法選去冰
結果整個沒有柳橙味也沒有茶味
很像被冰塊稀釋掉的感覺 簡直是在喝冰塊水
在想是做錯了嗎？兩杯喝起來都是這樣 很失望",3 個月前,"Today, I ordered UberEats for fresh tangerine jade (a drink) and got one free. Normally, when I drink fruit tea, I order slightly sweetened. So, today I ordered slightly sweetened but could only choose micro-ice and not no ice. As a result, there was no tangerine flavor or tea flavor. It felt like drinking ice water from an ice cube, quite literally. I wonder if I made a mistake? Both cups tasted the same way, very disappointing.",0.14,0.1,0.76,0.22,正向情感,5.22,c54b09542491b1797c6402a61f3658d6a5ac12857da9059b4eb408c4bf08787a
156,美丘拎茶,Capybara Lee,5,"Jul 4, 2024
透過Uber Eats訂購三分甜少冰的珍珠美丘奶茶，白玉珍珠口感絕佳，看過往評論發現店家的珍珠曾有負評，現在絕對值得你再給這家店一次敗部復活的機會；家人喝過芒芒四季以後也是讚不絕口！",6 個月前,"July 4, 2024
Ordered three-part sweet and cold bubble milk tea from Uber Eats. The white jade bubbles feel perfect, I discovered through past reviews that the store's bubbles had negative comments. Now it's definitely worth giving this shop another chance for a comeback; my family loves the mango four seasons too!",0.3,0.06,0.64,0.93,正向情感,5.41,b8138ef69f0f373ee28b38e0fc65442a21807a34c23da11fe65eeb37235fc609
156,美丘拎茶,孟禹岑,5,"今天第一次來到美丘.拎茶美美粉色店面吸引,今天買了三杯由老闆娘推薦特調紅柚青/鳳梨粒粒青/荔枝粒粒青
喝過很多家的青茶,美丘茶香味濃郁不澀不苦
甘庶糖喝完不會口乾舌燥 ,是家真材實料的店家
，有經過的朋友一定要去品嚐~讚",2 年前,"Today is my first time at Mei Qu. The pink-colored tea shop attracted me, and today I bought three cups of special flavors recommended by the boss lady - red lychee green/pineapple pearls green/kiwi pearls green. After drinking many kinds of green tea, the aroma of Mei Qu tea is thick and mellow, not bitter. The sweetness from sugar is well-balanced, and after drinking it, my mouth doesn't feel dry or sticky. It's a store with real materials and a good reputation. Friends who have been there before should definitely go to taste it! Kudos!",0.21,0.03,0.77,0.96,正向情感,5.75,4a69334276e4fa4b9d7b68ee2c98ed345209272c9be99cf30d564dc99fe02fde
156,美丘拎茶,Hsu智翔,5,逛夜市路過，女友被可愛的裝潢吸引，不期不待沒有傷害的心態，順著女友的意，跟著點了杯店員推薦的新品，出乎意料的順口好喝，跟女友分享彼此的飲料，美丘直接收入口袋名單了！等待飲料製作的同時，抬頭看見店家的布條，還能忍住不笑出來，好奇心被點燃，跟女友仔細研究了一下菜單，我們倆都沒能忍住笑了出來😂原來板橋有一間兼具裝潢可愛、飲品用心又不失詼諧幽默的店家，真的值得給五顆星👍🏻,1 年前,"While strolling down the night market, my girlfriend was attracted by some cute clothing. Without any intention of harm, I followed her lead and ended up pointing at a recommended new item from the shopkeeper. To our surprise, it tasted great right away! We both shared our drinks, laughing heartily. Meanwhile, we were intrigued by the store's string art and couldn't help but smile. Curiosity was sparked, so we carefully studied the menu together. It turned out that Banqiao had a shop with both charming decorations and considerate beverages, yet never failing to deliver humor – definitely worth five stars! 👍🏻",0.3,0.05,0.65,0.98,正向情感,7.24,3224b09afa65c711c7e13a0bd37d7ebd93dbe2d0071ca4de532798142e522e77
156,美丘拎茶,謝宜諺,5,"闆娘超美！飲料超好喝！
大推闆娘推薦新品-啾哩荔枝紅烏，吃得到新鮮水果！荔枝是天然的水果香氣～必點！",2 年前,"Mom is very beautiful! The drink is extremely good to drink!
Highly recommend Mom's recommendation for the new product - Kiki Lychee Red-Black, gets you fresh fruit taste! Lychees are naturally scented fruits! Must-try!",0.32,0.0,0.68,0.93,正向情感,4.26,85a2b218603d5381d4b9863702eb006ac215563f4b2cfdce8992e710070d2d9d
156,美丘拎茶,陳柔伊,5,"是認真很好喝的茶耶！
老公的朋友有推薦，一直放在待訪清單裡，昨晚剛好到附近吃晚餐，順便買了一杯來嚐鮮，原本想說隨性喝喝沒特別抱期待，但兩個人喝完第一口都眼睛睜大很驚艷，茶香真的讚，立馬列入愛店❤️",2 年前,"That tea is really good to drink! My husband's friend recommended it, and I've had it on my list of places to visit for a long time. Happily, last night, we just happened to be in the neighborhood for dinner, so I bought a cup to try it fresh. To be honest, I was drinking it casually without much expectation, but after we both finished our first sip, our eyes widened in amazement. The aroma of the tea is indeed wonderful! It's now on my list of favorite shops ❤️",0.27,0.0,0.73,0.98,正向情感,6.19,aa8fdd847d785df7abbe537384970567eb4020296feee041fe88993b970b2b23
156,美丘拎茶,Sunny Jian,1,Uber點的飲料，一杯110的芒芒乳海，喝起來像在喝芒果水....,8 個月前,"Uber-ordered drink, one cup of 110ml Mango Milk Tea, tastes like drinking mango juice...",0.16,0.0,0.84,0.36,正向情感,2.98,76378f8135b6572757424eb4be7a4945b9b8493bf6aefc60db2ce14dea627043
156,美丘拎茶,VC,5,"店員推薦的 紅芭樂檸檬 真的超級好喝，近期喝過做好喝的飲料！珍珠也好吃～
可惜離我太遠不能常去，希望未來會開分店到台北市",8 個月前,"The recommended Red Grapefruit Lemonade is extraordinarily delicious, I have recently had some great drinks! Pearl is also tasty too... Unfortunately, it's too far away, I hope there will be a branch in Taipei City someday.",0.3,0.06,0.65,0.89,正向情感,6.38,b04d903440e7e00fb50bef540a41cb751a247421a7abe9086a0e869e122bd7aa
156,美丘拎茶,theo tsai,5,點外送的 好喝 但忘記附吸管有點遺憾,6 個月前,"forgot to attach straw, a little regretful for delivery.",0.0,0.27,0.73,-0.38,負向情感,3.25,2a50fd04b55d721c1298fb582ce508ebe8159940f1b3f69d0398495efedbf9dd
156,美丘拎茶,Kimi Chen,5,"今天點了兩杯果茶 都很好喝
茶葉品質很好 👍純茶無糖也好喝
不過果茶建議點店員推薦的甜度❤️
老闆娘超漂亮 員工也都很親切友善！推推",2 年前,"Today I ordered two cups of fruit tea. They were both delicious.
The tea leaves quality was very good. Thumbs up! Even unsweetened tea was still good to drink.
However, it's recommended to order the sweetness level suggested by the staff. ❤️
The boss lady is very beautiful. The staff are all very kind and friendly! Highly recommended.",0.38,0.0,0.62,0.98,正向情感,5.96,a4b0e58e27d23126f09e6247f508124d034a747350bbe70c2e564e4f6a15eb07
156,美丘拎茶,楊士賢,5,很好喝的茶飲，源自茶葉最原始的香氣，搭配上珍珠，一次買那麼多杯就知道好喝了,2 年前,"A very good tea drink, the aroma originating from the most primitive tea leaves, paired with pearls. After buying so many cups, you will know it's good.",0.21,0.0,0.79,0.75,正向情感,4.56,a5ebabf542247378c78beeca75fa9d88231c1b78183a7c9236fa4bba6869b635
180,佐奶252,陳宜玫,1,下午三點買珍珠拿鐵，珍珠太軟爛，實在很難吃，買回家不到10分鐘，應該不至於泡爛，也不禁懷疑店家是不是放到隔夜了？不然照理說這不會是珍珠已經煮很久了的時段，珍珠是基本的重要的配料，不可以毀了它呀！給予負評是希望店家可以改善,4 個月前,"3 pm bought pearl milk tea, the pearls were too soft and difficult to eat, it's really hard, shouldn't take more than 10 minutes to get home, it shouldn't be overcooked. I can't help but suspect that the shop might have kept them overnight? Otherwise, it shouldn't be this long-cooked pearl milk tea period, pearls are a basic essential ingredient, they can't be ruined! Giving negative feedback is to hope that the shop will improve.",0.15,0.14,0.71,0.51,正向情感,5.32,19a4359ba5aeff900c17a20c4417e175dc69dd232cf9c4882a3c1edb759ec789
180,佐奶252,蔡昀佑,5,我不懂一間飲料店為什麼評分那麼低，價錢貴有他道理在，啊確實真的好喝而且老闆人也很nice，今天徹底被老闆圈粉，有心告知的和店家不多了還幫我升級，更好喝了🫰 …,2 個月前,"I don't understand why the rating of the drink shop is so low, the price makes sense to me, it really tastes good and the owner is also very nice. Today I was completely embraced by the owner and his fans, I want to inform those who care and the store owner that it has been upgraded, it now tastes even better 🫰

Translation: I don't understand why the rating of the drink shop is so low... The price makes sense to me... It really tastes good and the owner is also very nice... Today I was completely embraced by the owner and his fans... I want to inform those who care and the store owner that it has been upgraded, it now tastes even better 🫰.",0.18,0.02,0.8,0.96,正向情感,5.65,ed3671fd6f2277b117aa4304f39890f3c1bd418ae9fe2706ac21636c361f5232
180,佐奶252,Miyuki,2,"珍珠放到軟爛，沒有口感（距離家裡10分鐘路程，不至於那麼快泡爛吧？）。
然後說不提供吸管，都快渴死了，卻不能馬上喝，只好回家再喝，無言。",1 年前,"Pearl dropped into the warm water, no taste (It's only 10 minutes walk home, shouldn't it be so quick to get overcooked?). Then I said not offering a straw, almost dying of thirst, yet can't drink immediately, had to go home and drink later, speechless.",0.04,0.05,0.91,-0.08,負向情感,4.55,486434710298293b15f5aee8446021bc8004ccfb9431c668516b828b6bd05f26
180,佐奶252,娜娜,5,"老闆原本加碼白巷子
後來自創品牌
10/25晚上點烏龍奶茶
喝起來還行有茶味
希望可以維持品質
會再去嘗試幾次",1 年前,"Boss originally worked at a chain store
Later created his own brand
Tried black dragon milk tea on the 25th night
It's okay, still has a tea flavor
Hope to maintain quality
Will try again a few more times",0.17,0.0,0.83,0.7,正向情感,4.33,13cc13f55671efa59cc127bc8f3deae9640a72778ccc2eaf045a61c5413858d1
180,佐奶252,鍾小薇,1,"古早味紅茶
完全不古早味
是苦酸澀
正常甜不甜
詭異的味道",7 個月前,"100% Not Authentic Old-Style Red Tea
Completely not old-style
Is bitter, sour, mellow
Normal sweet or not sweet
Strange, peculiar taste",0.36,0.05,0.58,0.82,正向情感,3.15,f6d7d7c6e38173c83baccc1479ade117dc3b042d58decd71591a2ed827b2284e
180,佐奶252,林欣儀,1,"珍珠味道很奇怪，感覺像是酸掉
口感太軟完全不好吃

價格還跟連鎖的差不多…",8 個月前,"The flavor of the pearl is strange, feels like it's sour. The texture is too soft and not enjoyable at all.

The price is about the same as usual...",0.08,0.13,0.8,-0.18,負向情感,4.76,a5ceef99f6969fda47776503c99cf05410902f7b59dfce29fe5b3b3071eabef7
180,佐奶252,林靜,1,"剛剛在櫃檯沒半個人？但是看起來像營業都全開門全開站了10分鐘吧...
也還好旁邊有一家更好的選擇~",1 年前,"Just now, was there nobody at the counter? But it looked like business had been open for about 10 minutes...
Still, there's a better choice nearby.",0.24,0.0,0.76,0.8,正向情感,3.72,366ca9d82f2f823aa0d0c39da930557de3ec0acf2938a58ba93aee61e671173d
180,佐奶252,vivian tsai,5,芝士烏龍奶蓋，還可以喝,1 年前,"Cheese Mushroom Cap, can still drink",0.0,0.0,1.0,0.0,中性情感,1.97,beacdd6e21096b1d6f9b4d16f6cbe9a31686f31b1f48c86998439409d90c438b
180,佐奶252,林黃頂,1,千萬不要點冰沙喝起來跟水一樣沒什麼味道，價錢不是便宜。,1 年前,"A thousand times do not order shaved ice, it tastes no different from water and the price is not cheap.",0.0,0.11,0.89,-0.3,負向情感,3.81,a38ea182a141c882a596c09440ff60bd3ad669336e7340ccb87e22687de99995
180,佐奶252,darren,3,"半夜喝奶茶可以解癮
但真的超水的 沒茶味沒奶味",1 年前,"At midnight drinking milk tea can cure addiction, but it's really too watery, there's no tea flavor nor milk flavor.",0.0,0.13,0.87,-0.42,負向情感,2.81,2a50dd6cea72a4e138f16de1f9fa747dc002a5ff552eebb58aae43ec83a5dad1
166,Tea's原味(板橋貴興店),WAYO.哇優.와요- 韓式料理第一品牌,5,"飲料好喝～맛있어요^^
服務很好～",3 年前,Drink is good~It's delicious^^ Service is very good~,0.0,0.0,1.0,0.0,中性情感,3.54,96be6b405afd246aaf88704d47960ff40fe0b4acf8f24b9c8154a3a3b69ea191
166,Tea's原味(板橋貴興店),Xuan Lin,5,"珍珠是我吃過最好吃的！Q彈有嚼勁～
古早味奶茶很順口好喝！出餐速度也蠻快的，還可以集點，自取還有買五送一，蠻不錯的活動。",1 年前,"Pearls are the most delicious I've ever eaten! Q-pop has a nice bite. The old flavor milk tea is very tasty and easy to drink! Its speed of service is quite fast, you can also collect points, self-pickup is available, and there is a buy five get one free promotion, which is quite good activities.",0.26,0.0,0.74,0.95,正向情感,5.66,bf541475aea95555fb38ed160f414c328aeb1500bc078ca2ab98e0f6a0a4a636
166,Tea's原味(板橋貴興店),Wang Candice,2,好奇怪的妹妹，講完飲料就告訴她，我有手機載具，硬要把發票列印出來。每次男生結帳都會讓我存載具，妹妹就不管這個了,1 年前,"Strange little sister, after ordering drinks she told her that I had a phone case with me and insisted on printing the receipt. Every time a man settles the bill, she lets it slide. The sister doesn't care about this anymore.",0.0,0.11,0.89,-0.53,負向情感,3.99,ce5a16090fbeeb622f5cc0ff11f9fb73b78f8781cd6c65de16c4afe6c4a09f94
166,Tea's原味(板橋貴興店),蔡蔡,1,早早就到了 只跟你說 等一下 臉臭的跟欠他幾百萬一樣 現場客人拿光了 晚來熊貓也拿了才又問我是熊貓嗎 一去就告知是uber且單號都說了 根本浪費別人時間,1 年前,"Arrived early. Just to tell you, wait a moment. A face as smelly as owing him several million is no different. The on-site customers have left. When the bear came later, he also took it, only then did he ask me if it was a bear. I promptly informed him that it was Uber and even gave the number. Completely wasted someone else's time.",0.02,0.09,0.89,-0.66,負向情感,4.01,8fef3100d4df50d81711a980921151e00d8bb8f11db966d3eb0e14fad0ff41f4
166,Tea's原味(板橋貴興店),楊楷研,1,"偶爾路過都會買，我覺得生意上沒有忙到做不來
但為什麼每次點飲料甜度冰塊都能做錯？近期5次錯了3次 好喝歸好喝 態度是態度 有改善在給5顆。",2 年前,"Occasionally I pass by and make a purchase, I feel there's no rush in business that I can't handle
But why do I always mess up the sweetness and ice level of drinks? Lately, I got it wrong 3 times out of 5. It tastes good, therefore it is good. Attitude is attitude. I will make 5 attempts to improve.",0.23,0.13,0.64,0.83,正向情感,4.79,eedaeaca877e02769e15a85cf4a6bed99b14b4fd87ccb7f3bfc0d8ebfe7abfd8
166,Tea's原味(板橋貴興店),Dk Chen,5,"男生應該是店長吧看起來很資深的感覺
服務態度蠻好的 買過很多次這間飲料
覺得他們家的奶茶味道很特別順口好喝👍🏻 …",2 年前,"A young man should probably be the manager, he seems quite experienced. The service attitude is great, I've bought from here many times before. I think their milk tea taste is quite special and tastes good 👍🏻",0.24,0.0,0.76,0.87,正向情感,4.75,3c0e22e05126c2845845e34de40f5f23087f1fe978a81dae8156d5029c8bd5e2
166,Tea's原味(板橋貴興店),h120968 h,4,"東西喝起來都還不錯,不過綠奶檸檬沒有到很好喝,而且本身採用的飲料基底本身就有甜度,應該要說明清楚不用另外再加糖",2 年前,"The drinks in the east aren't bad, but the green lemonade isn't great yet. Moreover, the drink base itself already has sweetness, so it should be clearly stated that no additional sugar is needed.",0.21,0.16,0.63,0.37,正向情感,4.75,9eb55692b2bf23677f36d8c81675aae6bcb25ea7b7aba69549bf19fcd97c9767
166,Tea's原味(板橋貴興店),小百合YURI,1,"奶蓋是深黃色？
超噁心的味道
我都要吐了

沒喝過這麼噁心的奶蓋",1 年前,"Is the nai gai (a type of food) yellowish brown?
Extremely worried flavor
I feel like vomiting

I haven't tasted such a worried-tasting nai gai before.",0.1,0.1,0.81,0.0,中性情感,2.11,9a1901dfccbb5152ef608644ff320d81644ad37a62618629b96c63bc0a8a2348
166,Tea's原味(板橋貴興店),Vicky Feng,1,"8/26晚上到這間店買兩杯飲料等了20分鐘，但因為只有兩位店員，的確很忙碌，本來也不想多說什麼，回家後發現飲料該加的料竟然沒有加⋯又花了10分鐘回去跟店員說，只得到冷冷的四個字不好意思並打開杯蓋把料加進去⋯
飲料本身普通，裡面的西米露可能冰太久整個硬掉，口感很差。
想好好享用一杯飲料花了30分鐘的時間成本，十分不值。",4 年前,"On the evening of the 26th, I waited for 20 minutes at this shop to buy two drinks, but since there were only two staff members, they were quite busy and I didn't want to say much. When I got home, I found out that the drink lacked the ingredients it should have. So, I spent another 10 minutes going back to tell the staff and all I received was a cold ""sorry"" and they opened the lid and put in the missing ingredients. The drink itself was ordinary, but the tapioca pearls were hard because they had been refrigerated too long, which made the texture poor. Spending 30 minutes of my time to enjoy one drink, it was quite a waste.",0.03,0.11,0.85,-0.83,負向情感,6.54,f16cfe7e66bd60492daa67b8cc4b47a975587797dc4a57a7120f075657334c58
166,Tea's原味(板橋貴興店),洪欣怡,3,"服務人員如果能親切點更好，沒笑容跟機器人一樣，一直在說你們自己聽的懂的話語，我們是消費者對於少冰概念跟店家的比例，截然不同，少冰居然是杯子的8分滿....傻眼，薦意可以作個意視圖文解說。
紅茶好喝，可惜板橋只有這間店，比較喜歡土城店服務",4 年前,"Service staff would be more appealing if they were friendlier. Lacking smiles and sounding like robots, constantly speaking in language that consumers do not understand, is significantly different from the ratio of little ice to shopkeepers. It's absurd. An analogy could be made in an opinion piece explaining this concept.
Red tea is delicious, unfortunately there is only one shop in Banqiao, and I prefer the service at the Tucheng store.",0.15,0.03,0.82,0.87,正向情感,6.32,f6f3f0d63d0abef4539008eaa1c45279abc3721f806baba06f80f4f0eba1c7ec
181,春陽茶事(土城亞東店),楊準,5,"飲料不錯 但是這冰塊量是有點離譜了..
不知道是大單的關係比較隨便
還是這間店的飲料就是這樣子

這少冰的量..
喝完了 冰塊還有三分之二杯
想想那正常冰的話 整杯都是冰塊嗎？",5 個月前,"The drink is not bad, but the size of this ice cube is a bit too large... I'm not sure if it's because of the large cup or if this shop's drinks are always like this.

This amount of less ice... After drinking, there was about two-thirds of an ice cube left. Considering normal amounts of ice, wouldn't the whole cup be one big ice cube?",0.07,0.04,0.89,0.41,正向情感,4.84,9b9a4eb990f22e9a4ac64d8dd4c648be70462cbf7692f19c84a387b6b7c57ebb
181,春陽茶事(土城亞東店),林北就愛吃,3,"蜜桃🍑烏龍：裡面有小顆的蜜桃來搭配烏龍，有點各喝各的感覺，但蜜桃很好吃
桂花蜜🐝烏龍：桂花味跟烏龍融合，很搭，推一個👍",5 個月前,"Mandarin Orange Dragon: There are small pieces of mandarin oranges to pair with the dragon, it has a unique taste, but the mandarin oranges are very delicious
Liquorice Honeybee Dragon: The liquorice flavor blends well with the dragon, thumbs up 👍",0.18,0.0,0.82,0.85,正向情感,3.54,17fc5ad9253b3a785f9f2cf99e37f28d5e8bfd619886eda2c8534ff562046c63
181,春陽茶事(土城亞東店),王信評,5,"今天來點 不一樣的，檸檬蜜烏龍 微冰微糖，喝得到烏龍的茶味，搭配檸檬的微酸，點綴了茶的味道👅
下回再來嘗試其他飲品～ …",6 個月前,"Today, let's try something different - Lemon Mocha Wulong with a hint of ice and a touch of sweetness. It brings out the taste of tea, with a hint of lemon's tanginess. Try it again next time with other beverages... 👅",0.08,0.0,0.92,0.49,正向情感,4.29,92afabb6ab3619dd6e383f56911b79974cab9bd3a8808463ad222ab6f1e0e5d3
181,春陽茶事(土城亞東店),Füuu,5,"是一間偶爾會回訪的連鎖手搖店
但是特別想說明土城亞東店的春陽茶事
服務非常優質！使用Line訂餐方便快速
溝通也相當良好！很讚

✨內文有附菜單✨",2 年前,"This is a tea shop that is occasionally visited. However, I would like to specifically mention the Chun Yang Tea at the Tongcheng East Store. The service is extremely high quality! Using Line for reservations is convenient and quick. Communication is also quite good! Highly recommended.

✨Menu included✨",0.17,0.0,0.83,0.82,正向情感,4.99,07883686cd8b3e6d591b079a47f763adaad14fdb153a76ae1c7a9a2f8dc54cf6
181,春陽茶事(土城亞東店),Kai Chieh Chen,5,"春陽紅茶加珍珠無糖去冰（M）
優點：
①店員服務親切
②環境整潔（無內用）
③提供多元行動支付
④紅茶滑順無澀味，推個

缺點：
①茶香不明顯（可能我木舌）
②珍珠外層口感偏軟爛，私心不愛

結論：
很棒的一間店，有機會想再試試看其他的飲品，回訪頻率低

價格：
春陽紅茶加珍珠無糖去冰（M）：30元/杯",2 年前,"Spring Yango Pearl Milk Tea with Pearls, no sugar and no ice (Medium)

Pros:
① Friendly service from staff
② Clean environment (no smoking)
③ Provides various types of payment methods
④ Smooth tea without any bitterness, highly recommended

Cons:
① The tea aroma is not very strong (I might be tone-deaf)
② The pearls have a soft and mushy texture which I don't prefer

Summary:
It's a great shop with the opportunity to try other drinks in the future, visit rate is low.

Price:
Spring Yango Pearl Milk Tea with Pearls, no sugar and no ice (M) : 30 yuan/cup",0.16,0.13,0.72,0.65,正向情感,6.14,927d5862ddf87a53e37d42a54889ca14b0dc73714f5238e4d79104f24fcd4661
181,春陽茶事(土城亞東店),HSIN MIN LO,5,紅茶鮮奶加布丁很好喝！🍮,1 個月前,Red milk tea cheesecake is very delicious! 🍮,0.42,0.0,0.58,0.65,正向情感,4.07,8addf6ca06221d44a13130f0ab9b4535ba24d384b4d179fbab80377038ad6571
181,春陽茶事(土城亞東店),瑀楓,3,"3/20買一送一
點了一組無糖去冰甘蔗檸檬

店員服務態度很好
有先說明去冰會稀釋
但是真的太稀了
像有味道的水
非常非常淡",10 個月前,"3/20 Buy 1 Get 1 Free
Clicked on a set of Sugar-free Watermelon Lemonade

The staff service attitude is very good
They mentioned beforehand that the ice will be rare
However, it was indeed too rare
Like water with flavor
Extremely, extremely dilute",0.2,0.0,0.8,0.84,正向情感,4.05,1771e07d2e5c301b2a8695eef2874f0e8ea8ba68c4fc24c4d9428624ceb558c9
181,春陽茶事(土城亞東店),YU桑,1,脆梅綠茶 我推薦旁邊711買古道梅子綠茶，有時候還會第二件10元👍 …,2 個月前,"Crackling Peking Green Tea, I recommend buying the Gu Da Mei Zi Green Tea at the 7-Eleven next to it. Sometimes there's a second one for only 10 yuan! :)",0.18,0.0,0.82,0.7,正向情感,4.01,f7e0255da13886878dfe1d57bba621a5ac33e5be7224fafa5c049081c30b82c6
181,春陽茶事(土城亞東店),何在脩,2,飲料弄好了，卻也不問清楚拿餐者。害我在那傻等，要不是有問還不知道要等多久？感覺很不好,5 個月前,"The beverages are ready, yet you did not clarify who took the food. I was left foolishly waiting there. If you hadn't asked, I wouldn't have known how long to wait. It feels very uncomfortable.",0.07,0.15,0.79,-0.49,負向情感,3.15,61dc2ae5929ff743f1199e830e935813ab65250e8b17a02a98a984cc85e460b4
181,春陽茶事(土城亞東店),yihao Hou,1,早上女的態度很差，不想做可以回家吃自己啊～,1 個月前,"This morning, her attitude was bad, she didn't want to work, she could go home and eat by herself.",0.0,0.22,0.78,-0.57,負向情感,2.45,0dadd4118cb7fab2eed45c27a32753dd6cab6a9b38e25807927855138105d78d
177,圓石禪飲(板橋四川店),Brook Li,2,很久之前在其他分店喝到的還不錯，但次這次買到的幾杯都不太行，茶味超淡接近無，整個不好喝；珍珠也是軟趴趴又無味。不知道是改原料、配方，還是剛好運氣不好。,4 個月前,"A long time ago, I had a cup at another branch that wasn't bad, but this time the several cups I bought were not good, the tea flavor was extremely weak, almost nonexistent, and it wasn't very enjoyable; the pearls were also soft and lacked flavor. I don't know if it's because they changed the ingredients or the formula, or if it was just bad luck.",0.13,0.14,0.73,-0.28,負向情感,5.24,0f37c5758fdb0ea4eca268248dd50c419e7a14dd1a8cb68e2273bc34dcee1d4c
177,圓石禪飲(板橋四川店),princeallen,5,圓石的茶即使放到隔天也不會澀，很好喝👍,2 個月前,The tea in a yunomi (round Japanese teacup) stays fresh even after a day and is very enjoyable 👍,0.28,0.0,0.72,0.67,正向情感,3.38,ab0f376894b1cf276aea6dd2a179b7b4b5ea2b3479a173babcbb5d84355957b9
177,圓石禪飲(板橋四川店),Wang瑞瑞耍廢人蔘,1,固定在其他分店買都沒有今天在這裡買的那麼稀，難喝到甚至懷疑這真的能喝嗎？,2 個月前,This item is so rare that it's not available at other stores. It's hard to find and even doubt if it can be drunk?,0.0,0.23,0.77,-0.65,負向情感,2.97,bb2bd2ab23ed18e5eb446890da04930bf3304ebcb1b0878e2c4ab7e05bf66aec
177,圓石禪飲(板橋四川店),Angela Liu,5,飲料好喝，店員親切，評價送焦糖粉圓，讚讚,2 個月前,"Beverage is good, staff friendly, rating gets honey toast balls, highly praised.",0.52,0.0,0.48,0.86,正向情感,4.35,798b6da2e205b60e6ea2e972491227c41cb2f9417e08921ce20898f2fb5fc766
